to,from,symbol,value,origin,tx_hash,gas_used,block_hash,fiat_value,action_type,code_address,eth_usd_pair.price.value,eth_usd_pair.price.decimals,eth_usd_pair.timestamp,eth_usd_pair.aggregator_round_id,fiat_decimals,block_timestamp,gas_price,score_from,score_to
0x1b1f420590d19b6630e2ddcc6674c5c5364dfd42,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,AXS,4.91583157,0x1b1f420590d19b6630e2ddcc6674c5c5364dfd42,0x61fcfdab50e942e1ac56403212ed9445f9aff899cfd31cc3916d751a396a6a5b,221286,0x4aaf9d81c431abf6be1c2d3c7321447b7476d25a81619b587b26ee45d2451644,78287452510767324630000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636304127,460602838181,8,13567,07/11/2021 17:42:59,,,
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xf0e6dd871741f0d5e9934eec1bf0a8391e3a9790,AXS,11.20,0xf0e6dd871741f0d5e9934eec1bf0a8391e3a9790,0x9c7fae1925f83422e125da24e287429f173f720461b5901ffc2b085f2ed2112b,155505,0xf951188615f9f493660e80344e643b34744ef235f19af56cc7ca49359d6ec993,"1,78355E+29",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636304127,460602838181,8,13567,07/11/2021 17:51:40,124723976764,65,
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xf43257df6b2066c866ceee61218ee1ee50d3be6f,AXS,3.070052179627794859,0xf43257df6b2066c866ceee61218ee1ee50d3be6f,0x2bcfbbdc516a09b1237bcef1cf6869060d359cee5ddc9e4eb81a3ff63abefafd,155529,0xf94aaf7bbffbbab03b69783c01367b57df97b02311fe41528239858019355533,4890670450621377675283908492,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,25,1636304127,460602838181,8,13567,07/11/2021 17:53:12,94859914586,73,
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x38827a3f24744f59928c9f5262c802565fa779e6,AXS,2.82070843,0x38827a3f24744f59928c9f5262c802565fa779e6,0xd1e58ca8b12b13f43ce81fff3f3a5b4cc3b94f14e265f81c5cd153ddaf065b03,155517,0x2d22dda5dd142e2123ce099cffc51fbe9f18615b0a592bce63bcaeea2007a9a4,4493459576993934840000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,25,1636304127,460602838181,8,13567,07/11/2021 17:53:54,89000000000,70,
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xd39d1cf74bddf79fab3d4f16dd7187c8c20447f3,AXS,15.90484183,0xd39d1cf74bddf79fab3d4f16dd7187c8c20447f3,0x8dca9948264129490ae44049f1db37a58e572b0fe2b22ecc9124d073249a21d9,155517,0xb43e269361e58a22c70f5e89ba23f525861e765bd3687eebba756546172138a4,253383156646177872140000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 17:55:04,98281148356,72,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x9347c05713b45159d0cce82d973e7c46546161af,AXS,2.7324,0x9347c05713b45159d0cce82d973e7c46546161af,0x065ff236885c96da248f0b97d61ca077ba3760046b4964e58f319dd65a1ff69d,155505,0x6763f869752c8db6e3a2d6dee5f4617ff4dcdcb35125e2383a53734683e16799,"4,35304E+28",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 17:55:35,110375969117,90,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x88c1e5fd54a1b6330e98d280988e051778d71116,AXS,9.589357581809002512,0x88c1e5fd54a1b6330e98d280988e051778d71116,0x5de6cac367caa4612001c75890438263b023dc3f492679ab7fd8660789fbaa31,155529,0x0c6d980073005332a95475639a62adcd5a59075f0524a8bbae7ad17511e48370,152932387430617418641156875216,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 17:58:16,122774177547,74,76
0x28c6c06298d514db089934071355e5743bf21d60,0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,AXS,2979.00,0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,0x2c98880e236b18107786abdee525e7067cca0d6cecbfc25fefdb92e092b186e0,29717,0x95f3d63dfb015d4fc1ba41aeaece78f5e8a5b5441cfeed4ef64c91bac68c2d3e,"4,75463E+31",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:02:53,174000000000,96,85
0x28c6c06298d514db089934071355e5743bf21d60,0x924cd9b60f4173dcdd5254ddd38c4f9cab68fe6b,SLP,0.0000000000017,0x924cd9b60f4173dcdd5254ddd38c4f9cab68fe6b,0x424e08541c60864771d69a5dcce443b56c4b60baa43b4da5b4ffd7076a08dbb0,29647,0x39a17ebb1f63d80409e5401ee92942ea0c75c979829bfcb81fea070b30d63117,13442515400000,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:05:12,165000000000,68,85
0x2a8bc6c66fc5cda260290b828cb69d8407d4ea22,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,SLP,0.000000000000008756,0x2a8bc6c66fc5cda260290b828cb69d8407d4ea22,0x8dfa4be0ee40f02a4db32a0bb1a79384fd791229cf8225cac9998d89950cefa9,221193,0x5fadc7448a4cffd1379cdfdb299035d98722d2016cdcd98de179007958826165,69195148088,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:07:08,83780021753,76,74
0x4de31e7a055bcaebe45feb81222830db9b5cfd97,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,SLP,0.000000000000001355,0x4de31e7a055bcaebe45feb81222830db9b5cfd97,0xd5eb8e7db5a2e02bb19fff246f52fd557f93c760e77411e833a63d404c060062,229448,0xb4879749565dd7f97d4231452977532f36d2358dc81c1a4f7eeaec73ea11bcb7,10715884710,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:11:24,104300391533,76,72
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x7d97f9584e57dc65fe533773210408519a1da8ee,AXS,4.00,0x7d97f9584e57dc65fe533773210408519a1da8ee,0x141ce010812817744a799ba53eaa5424db7ccf80a8d99fd0ec6d1a2b04a7fbc4,155505,0x832d4b2360ee7785e361223a215db312a6b80c8ef636b4d78914144754489b12,"6,4086E+28",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:15:43,102001118807,75,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xd319e7420e1dba6b97ea4b075b59d33878f7ca14,SLP,0.000000000000243,0xd319e7420e1dba6b97ea4b075b59d33878f7ca14,0x493607f99c305dba41f1c01330dc503cf4e552683ecae51f5092550192cbcf79,155492,0x832d4b2360ee7785e361223a215db312a6b80c8ef636b4d78914144754489b12,1933953894000,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:15:43,102001118807,80,76
0x9d0242f554d6785c109d09fd0e9026ff705bc390,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,AXS,107.328484290338303429,0x9d0242f554d6785c109d09fd0e9026ff705bc390,0x2402eeefa6ec7a55aacd09925070f4b49b4047ccb897e9b5bc6dc48861815456,221354,0x19fffa702b963613639f9d1becaa902ab709564fa1346bf117ebd54e5ab2bec1,1717888540752873624498580352505,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:17:13,124127085165,76,63
0x08852f1b0f62e6c503625abee1e00e1418948f9a,0x28c6c06298d514db089934071355e5743bf21d60,AXS,1.27,0x28c6c06298d514db089934071355e5743bf21d60,0x6f5e82fa37ced31827b8da1b08c4265fefb295f4a1b5d08318ccc9ebc1f90117,51605,0x7b2f2d128fdf737572386a3b98460e65f1969f6ed171ba5d1be0f1ce4af3ab2d,"2,02866E+28",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:18:25,144000000000,85,99
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xd319e7420e1dba6b97ea4b075b59d33878f7ca14,AXS,140.00,0xd319e7420e1dba6b97ea4b075b59d33878f7ca14,0x543b9479701ee995201b4d479cabfa93a8ee2db518fc379c1f0402e8b178c8fd,155517,0xd3ee12188f879c85c06a9f321c7f20bec9612b8e7ab89027499a5a53f4a1c6da,"2,23645E+30",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:20:14,113724358458,80,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x05553f907780f86b1f0e41da07eaf10c61831082,AXS,12.00,0x05553f907780f86b1f0e41da07eaf10c61831082,0x0ef8d20ecdc80a58613b62d617510b88bba78cb2140bf8b8b56ee4272fc6c3fc,160305,0x8a5820288dfe21243c680da65a02d419b1714662c9ae3158ed79dff2220480aa,"1,91723E+29",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:20:19,103598147230,64,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x1ede6ed83cb8187fce376289370ec1e67ebaa840,AXS,10.00,0x1ede6ed83cb8187fce376289370ec1e67ebaa840,0x3e54c64f0ba3dd1ddbdecd0e1357435531daada1039e05d764f3006d7a29b00b,160305,0x8a5820288dfe21243c680da65a02d419b1714662c9ae3158ed79dff2220480aa,"1,59769E+29",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:20:19,103598147230,66,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xe443ad699d30bfa69790767ddd86ff6f483f4d87,AXS,19.75468932,0xe443ad699d30bfa69790767ddd86ff6f483f4d87,0xa6a53acc7658d450e422bcbb859f0605518e9397e90afac0a1798fd47a688cdc,155529,0x7efb2eb69147f4d89d29425efc944031d6ace7afd248f35ddffccb592db809c0,315638239268889790560000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:22:31,102300000000,77,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x87485a5cde66b0b75beb217caf5f018ac240d2b3,AXS,3.49928,0x87485a5cde66b0b75beb217caf5f018ac240d2b3,0x8d79618e39f1b1819c3bfc02b0d1f91e2d064f6eb52d5d64655dd5399c20e7f4,155505,0xadda6562802f9164f5c581bfe7982eff5af6c75bc1711e93e4eb7cf0c628852f,"5,58278E+27",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,25,1636307704,460755371817,8,13568,07/11/2021 18:22:32,95329235561,71,76
0x81a68885d124e8f1b50a544fa80df39eb8014060,0x28c6c06298d514db089934071355e5743bf21d60,SLP,0.000000000000470307,0x28c6c06298d514db089934071355e5743bf21d60,0xa4012be3ca600582d74c6a5f67f3c75f7ae645bc71761e5d9d85d053b9b43d2d,51547,0x96c796d4a5bed9c44695d33c72fd1334bdb81aa0bc5ba7b518be556d67ce6758,3716592131667,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:26:49,153000000000,85,75
0x81a68885d124e8f1b50a544fa80df39eb8014060,0x28c6c06298d514db089934071355e5743bf21d60,SLP,0.000000000000470307,0x28c6c06298d514db089934071355e5743bf21d60,0xa4012be3ca600582d74c6a5f67f3c75f7ae645bc71761e5d9d85d053b9b43d2d,51547,0x438a7af8b8b1e28b693faf43f78b2f9060520bd523b3d805c7ca76100316a4b6,3716592131667,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:26:48,153000000000,85,75
0x96a3a1b5d56fcac4681ae79192bf07942ab4e72d,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,SLP,0.000000000000025582,0x96a3a1b5d56fcac4681ae79192bf07942ab4e72d,0xf5f74278646c80429c3503048eb33d4efe7df2db1a2868b68c98010bd183ee85,221215,0xff1cb3f9ff5c544c53d6bd807352df000594eff0a708d51fc973f812abcf65f1,202069992366,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:30:21,117965251922,76,79
0x17ecb34dc61278db593bffae754ac75d08ef3e8f,0x28c6c06298d514db089934071355e5743bf21d60,SLP,0.000000000000387206,0x28c6c06298d514db089934071355e5743bf21d60,0x1f98afb1d04806a19544327e694ba11209ac3852930efee61424d759f4847fda,51547,0x22ea90be2873bca2786435a4b19b208a577e4744e1fd5f194a4550feda8eb437,3058750834064,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:31:55,150000000000,85,71
0x28c6c06298d514db089934071355e5743bf21d60,0xcde38765c92444617dfe26aa8b411bc086834a4b,AXS,1000.00,0xcde38765c92444617dfe26aa8b411bc086834a4b,0x8f4fa666029bfc0ffefe6bde292e3fa84c62a1dfcee9e0c04140c7fe60396197,29717,0x9438d5ad6c95e4f9f3e7db914d949eb3a374decb52e75ec46dc21bc5e5cbd438,"1,61114E+31",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:32:26,142000000000,66,85
0x28c6c06298d514db089934071355e5743bf21d60,0xeca53f38dd5c31f421fd047ca6c92fe1a722a1a3,AXS,997.00,0xeca53f38dd5c31f421fd047ca6c92fe1a722a1a3,0x01c4d80611958baba16cc4d137ff763547e81d839dda82ecd21b553e9dc6e77d,29717,0x3ddcd8b70cdd1dd357a9a2936e4edf3b2eb50ae19929752bbfdc9ecd1077431e,"1,60631E+31",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:32:53,143000000000,67,85
0x28c6c06298d514db089934071355e5743bf21d60,0x19613698df25161cf40a4e905d8d7c39a9660b8d,AXS,36.91884112,0x19613698df25161cf40a4e905d8d7c39a9660b8d,0x499465f9e8ca4599a6f6626e6f3142af1222701a6e40bf1d1ccb0f5ee7316cfa,29717,0x3ddcd8b70cdd1dd357a9a2936e4edf3b2eb50ae19929752bbfdc9ecd1077431e,594814832774713246080000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:32:53,135000000000,76,85
0x28c6c06298d514db089934071355e5743bf21d60,0x0128e916ff6e05d7ae0a83788125817d3e26e3a1,AXS,43.000215,0x0128e916ff6e05d7ae0a83788125817d3e26e3a1,0x699ad0c43dc078037ff5bd14c6407eae74ac067de0411ff0edd71fb4be35d367,29729,0x3ddcd8b70cdd1dd357a9a2936e4edf3b2eb50ae19929752bbfdc9ecd1077431e,692794381366587060000000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:32:53,143000000000,69,85
0x28c6c06298d514db089934071355e5743bf21d60,0x6ef291b91fb18b12d3016a1d2a813b1017c5ae47,AXS,448.00,0x6ef291b91fb18b12d3016a1d2a813b1017c5ae47,0x285af689486563d3998debeaefd3b510ef42f6cd2d6b8c3c58bbd42f6f48dd8e,29705,0x8d9ce6211e72fbadc1d070baa656acaa3d40a059a95c50852021bd845d06bafe,"7,21786E+30",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:33:58,143000000000,65,85
0xdbb20b281201dab4cd03bf7d2ec4394cc2644414,0x28c6c06298d514db089934071355e5743bf21d60,SLP,0.000000000000001604,0x28c6c06298d514db089934071355e5743bf21d60,0x2c26fd47b628ec629a771240372e196b954de7d7fcac4120f2efb04e6db872a1,51535,0x812783af294b003952318dbb24bee4ee0c5a72e30e5bb6b254122f4beebfa8b7,12694495496,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:34:41,150000000000,85,94
0x28c6c06298d514db089934071355e5743bf21d60,0x6fa2409e42bdb910eb27fb882ab55548d76c846f,SLP,0.000000000000022512,0x6fa2409e42bdb910eb27fb882ab55548d76c846f,0x501a39e672807777c3eed617a6ad09cad926755f24a0888c1a0b9135a56dfbbc,29635,0xd9d3e061d4f67db145ea0a1330e64f76a2d30bd6ab6e43ac317e49d2f75271d7,178167509520,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:35:23,153000000000,68,85
0x0f632e4831fac0c41733af40c46045f066cc7837,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,AXS,25.742150234701460695,0x0f632e4831fac0c41733af40c46045f066cc7837,0xd6f8b76deac6ca328c2110d1f359afe3d57c97af4ae73029c6af600a314a1444,204900,0x2f0615965f657e5b61cc74457778e79c224762a0aa8cb7a3210674d193944cbd,417054259690459435628709152525,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:39:57,96279160696,76,72
0xd461df8fb36a3ea9cc3f61b6dc69c3c3d2d38bed,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,SLP,0.000000000000051656,0xd461df8fb36a3ea9cc3f61b6dc69c3c3d2d38bed,0xe75726f7a70f5d2b68a9104f7db23758ddd3756a0b0ed2bf4a4071c3ce9b3149,212990,0xef5012e2d188667ab72561d579b597bc33df3494e17b4b170806ff7ff53c08f9,408772369192,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:40:03,108001300803,76,70
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xf6fb9d1d4f2b25c24132fdff30c236cb090e6cb6,AXS,37.00,0xf6fb9d1d4f2b25c24132fdff30c236cb090e6cb6,0xf530a1559218d0b5e2f8ec5b1b380b49dc75d10cb370daab4daf97beccb08266,155517,0xb3c788d2509c045e74544ac0ec986183831c354df08afef60930be6b44af1ff8,"5,99138E+29",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:43:17,72626544775,92,76
0x8f37f8b5a06c2b42d92fa024576ddc00ac7d288d,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,SLP,0.000000000000002674,0x8f37f8b5a06c2b42d92fa024576ddc00ac7d288d,0xdc9810972b11298e7d8ad894c15994af7b9c81bb3c947eb0adf602d7fc946e67,221186,0x7e45869ef7be97712f155f7874c9b69da2fe3281392e0e17507d657605f57bde,21159792514,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:45:04,85366407118,76,86
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xf6fb9d1d4f2b25c24132fdff30c236cb090e6cb6,SLP,0.0000000000000627,0xf6fb9d1d4f2b25c24132fdff30c236cb090e6cb6,0xfa864594ecdc28f55b42ec79f254ec8bea2aed1d51b884bcb3d9f7d0a940189a,155480,0x5698d6d2f91390ae1468af93f43635f11af40e79b4bd5ed331f080a0bb685742,496155194700,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:45:15,86551812810,92,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x89a404a09cd402995fd123cdf7d11b10fd51af3d,AXS,2.90,0x89a404a09cd402995fd123cdf7d11b10fd51af3d,0xa813ceccc337ecbf4e7b1a00e502fd51a30ec1f2a5ed45f35b0b98e04bd83225,155505,0x5698d6d2f91390ae1468af93f43635f11af40e79b4bd5ed331f080a0bb685742,"4,68318E+28",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:45:15,86051812810,88,76
0x8558f67dc2fe27d04214f9f9a621a8923481874d,0x28c6c06298d514db089934071355e5743bf21d60,AXS,0.81895,0x28c6c06298d514db089934071355e5743bf21d60,0x1de6bc3c06b7cac71efbcd6594a8badcceb0425b51baa2d656c09177eaa272a1,51617,0x55755d82ae597b78867f97aa8b27d8876374e7179d731fac93b6180d19fe1a72,"1,32249E+28",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:46:00,148000000000,85,85
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x0f9346bd3fe277de916a737002e301722e0c53e6,SLP,0.00000000000007,0x0f9346bd3fe277de916a737002e301722e0c53e6,0x8ba2d691be6a3b37e485d54ff632ca7bdc01148777bd990724776bdbda639ea8,155492,0xaa28c164874a36456f90770bdaabad6fde3dd04e046d633c0b7215e468fe3d78,554561490000,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:46:26,98826994903,71,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x0f9346bd3fe277de916a737002e301722e0c53e6,SLP,0.00000000000007,0x0f9346bd3fe277de916a737002e301722e0c53e6,0x8ba2d691be6a3b37e485d54ff632ca7bdc01148777bd990724776bdbda639ea8,155492,0x037c71502090408ebb21e391f31670d275f17b648dddeb4e3af7544be139f77d,554561490000,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:46:26,98826994903,71,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x0f9346bd3fe277de916a737002e301722e0c53e6,AXS,50.00,0x0f9346bd3fe277de916a737002e301722e0c53e6,0x7defc2b68aa6c61e96b27ac241b2d92b355f2feff6b3bb3f1af065e5a21b7acc,155517,0x0b618d9740d501bc804b4dc1617035eb0b4fa0d62f40b96466bed5ba306a80e9,"8,06384E+29",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:47:09,94352556952,71,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x6401a661d25373670924410145f4f4df50f69310,SLP,0.000000000000727254,0x6401a661d25373670924410145f4f4df50f69310,0xbdcf0f515dcb34dfb5c3efafa0a205a44efa70d7a2fe51d544dac4a0c9f5cfa7,155492,0xdc00d8cc208ac0c7866617643e72de5c167f14b4c0cf1bee42caa78b3f75ba38,5761581817266,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:49:20,110580649260,81,76
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x32342d2545e279d2d5170b0c450d3ad72ba48775,AXS,36.15929679,0x32342d2545e279d2d5170b0c450d3ad72ba48775,0x04a42a98b840b72d6dd46e3a22781c97a893eee33371e5451adf53d70fa16085,155529,0xc02e8a27f9dcc6b840af5f9db6851e005ff84a016657ccb51ca4e7e1afdad060,583151286612198583080000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636307704,460755371817,8,13568,07/11/2021 18:49:29,98194883671,98,76
0xd3dda63d7a5f335808cfb23d18ad5fc8657ffaa8,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,SLP,0.000000000000008277,0xd3dda63d7a5f335808cfb23d18ad5fc8657ffaa8,0xbdd38f361787c1f718b217dd131bd69012a86b0f6351ed8c75c85ea40624ec59,204824,0x708e1c9c3a84570f0a76071bf30ac1727563792a50a5536721d9689a9a911449,65440229898,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636307704,460755371817,8,13568,07/11/2021 18:52:12,103618627450,76,84
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0xbd6f9f480fbfe88ee076ac52313a04b5a5a63673,AXS,41.18511253,0xbd6f9f480fbfe88ee076ac52313a04b5a5a63673,0x5e27169b73659c52bc0abf356417a99c54077415bd3c2fed697b874b248d733d,155529,0x7a331de8920e367f0965126886085f948fafffe4d5dfda5a2ca744bb9466f617,664335247811299318720000000000,LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636311350,461205207807,8,13569,07/11/2021 18:59:25,139968224758,94,76
0x08736730b9a50fd5a18df80a5be47219cae42010,0x28c6c06298d514db089934071355e5743bf21d60,SLP,0.000000000000360375,0x28c6c06298d514db089934071355e5743bf21d60,0x86b38963f5114779041d622cf85c9d0cfb9e6d6a15bbda7371a9a8ce4020100f,51547,0x2ef8f978fa38ae3df174cefe26958832cfaa054e6388545aa7c7f669148b4990,28457372250,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,6,1636311350,461205207807,8,13569,07/11/2021 18:59:27,186000000000,85,63
0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0x3fc751da6927c800d5f0e4a9c234d7e79422b85e,SLP,0.000000000000004759,0x3fc751da6927c800d5f0e4a9c234d7e79422b85e,0x39ec96499596d36d17737354a9247c731eb1b29f19a6985d64a47f3a77c9b01e,155480,0x22740ce57d1738844c00aac3caa546dfb18721cf163fe4d13f0907acf60d9953,37518999441,LOG3,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,8,1636311350,461205207807,8,13569,07/11/2021 19:01:07,137307633472,70,76
0x28c6c06298d514db089934071355e5743bf21d60,0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,AXS,3036.90,0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,0x0be29f33775955670d94d14ca71c676ca69c3a550831b8664b6703dee8d2942a,29717,0x555c89594043c3e0b2e7819b440151c6af2836fe9f6be84a5701e7a580c6f05d,"4,87757E+30",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,25,1636311350,461205207807,8,13569,07/11/2021 19:02:12,192000000000,96,85
0x28c6c06298d514db089934071355e5743bf21d60,0x6ef291b91fb18b12d3016a1d2a813b1017c5ae47,AXS,164.00,0x6ef291b91fb18b12d3016a1d2a813b1017c5ae47,0xcb54741c6354a6a95032f0c993ccd3c03105658f0c73be25c3314f21fac3a6fa,29717,0x85714e378b2d8cb84ae54ac0cb1b116359a562640a9560909115ad7368aa82d3,"2,63414E+30",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636311350,461205207807,8,13569,07/11/2021 19:03:00,192000000000,65,85
0x28c6c06298d514db089934071355e5743bf21d60,0xeca53f38dd5c31f421fd047ca6c92fe1a722a1a3,AXS,1000.00,0xeca53f38dd5c31f421fd047ca6c92fe1a722a1a3,0x763a9058c95c5dc2c3a08ae0ca254f45809251f13429997f3bc727e75e35a673,29717,0x85714e378b2d8cb84ae54ac0cb1b116359a562640a9560909115ad7368aa82d3,"1,60618E+31",LOG3,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,26,1636311350,461205207807,8,13569,07/11/2021 19:03:00,192000000000,67,85
